영화명,개봉일,관객수,스크린수,대표국적,배급사
꺼져버려 종양군,2016-05-12,"2,519",73,중국,(주)영화사 빅
헝그리 하트,2016-06-30,"2,482",15,이탈리아,찬란
투란도트,2016-02-07,"2,455",10,독일,(주)케빈앤컴퍼니
겁쟁이 페달: 스페어바이크,2016-11-17,"2,415",29,일본,(주)미디어캐슬
독도의 영웅들,2016-02-18,"2,384",4,한국,퓨어웨이픽쳐스
시선 사이,2016-06-09,"2,344",28,한국,(주)영화사 진진
더 랍스터,2015-10-29,"2,325",75,영국,"(주)영화사오원,(주)브리즈픽처스"
맨 앤 치킨,2016-05-04,"2,316",6,덴마크,(주)컴퍼니엘
스틸 플라워,2016-04-07,"2,298",22,한국,㈜인디스토리
마터스,2016-10-20,"2,287",73,미국,(주)디스테이션
바르샤 드림스,2016-05-04,"2,281",31,스페인,"(주)싸이더스,(주)디스테이션"
투란도트,2016-07-02,"2,272",6,미국,(주)인스터피씨엠
위켄즈,2016-12-22,"2,261",12,한국,무브먼트
드롭박스,2016-05-19,"2,180",17,한국,"(사)필레마,필름포럼,홀리가든"
아프리칸 닥터,2016-11-03,"2,177",12,프랑스,M&M 인터내셔널
위풍당당 질리 홉킨스,2016-10-26,"2,153",35,미국,주식회사 쇼미미디어앤트레이딩
우주의 크리스마스,2016-10-13,"2,132",50,한국,(주)인디플러그
미친개들,2016-07-07,"2,112",46,프랑스,(주)디스테이션
레트리뷰션 : 응징의 날,2016-03-30,"2,092",32,스페인,노바엔터테인먼트
립반윙클의 신부: 스페셜 에디션,2016-10-13,"2,084",4,일본,"TCO(주)더콘텐츠온,주식회사 더쿱"
굿바이 버클리,2016-03-10,"2,084",16,미국,(주)영화사 진진
캄포스,2016-05-12,"2,068",29,스페인,와이드 릴리즈(주)
벨빌의 세 쌍둥이,2016-10-27,"2,062",13,프랑스,찬란
갓즈 포켓,2016-01-28,"2,037",38,미국,와이드 릴리즈(주)
아브릴과 조작된 세계,2016-12-15,"2,034",10,프랑스,(주)영화사 진진
핸즈 오브 스톤,2016-12-08,"2,002",69,미국,(주)이수C&E
바다의 뚜껑,2016-09-29,"2,001",20,일본,(주)영화사 안다미로
킹스글레이브: 파이널 판타지 XV,2016-08-25,"1,960",4,일본,유니버설픽쳐스인터내셔널 코리아(유)
우리 손자 베스트,2016-12-08,"1,946",11,한국,(주)인디플러그
한강블루스,2016-09-22,"1,937",18,한국,(주)맑은시네마
홀리워킹데이,2016-06-30,"1,901",18,한국,무브먼트
"내 어깨 위 고양이, 밥",2017-01-04,"1,894",112,영국,(주)누리픽쳐스
베티블루 37.2 디오리지널,2016-07-28,"1,868",4,프랑스,(주)디스테이션
스퀴즈,2016-11-10,"1,866",40,미국,"시네마 뉴원,(주)드림팩트엔터테인먼트"
소년 파르티잔,2016-03-10,"1,862",20,호주,찬란
일 트로바토레,2016-01-16,"1,854",6,미국,(주)인스터피씨엠
일만명의 성자들,2016-04-21,"1,854",27,미국,THE 픽쳐스
수색역,2016-03-31,"1,851",25,한국,주식회사 씨네룩스
작은 형,2016-11-30,"1,839",19,한국,파인스토리
소꿉놀이,2016-02-25,"1,815",14,한국,(주)시네마달
퀸카가 아니어도 좋아,2016-02-25,"1,810",20,미국,와이드 릴리즈(주)
네온 데몬,2016-10-20,"1,803",24,프랑스,주식회사 쇼미미디어앤트레이딩
여교사,2017-01-04,"1,770",393,한국,필라멘트픽쳐스
프레셔스 카고: 프로 범죄단,2016-09-01,"1,745",50,미국,(주)드림팩트엔터테인먼트
돈 맛,2016-09-29,"1,733",50,한국,(주)박수엔터테인먼트
펫,2016-11-30,"1,676",45,미국,(주)영화사선
일본패망하루전,2016-08-11,"1,640",7,일본,"(주)시네마엔터,(주)모멘텀엔터테인먼트"
괴물의 아이,2015-11-25,"1,633",363,일본,"CGV아트하우스,(주)리틀빅픽쳐스"
플라워 쇼,2016-10-27,"1,628",15,아일랜드,(주)디스테이션
코드네임 : 콜드워,2016-10-13,"1,570",56,홍콩,"롯데쇼핑㈜롯데엔터테인먼트,(주)퍼스트런"
얼라이드,2017-01-11,"1,562",546,미국,롯데쇼핑㈜롯데엔터테인먼트
흔들리는 물결,2016-10-27,"1,489",16,한국,무브먼트
눈의 여왕 3: 눈과 불의 마법대결,2017-01-04,"1,477",526,러시아,(주)이수C&E
두 개의 연애,2016-04-14,"1,466",16,한국,(주)드림팩트엔터테인먼트
방 안의 코끼리,2016-03-03,"1,465",24,한국,㈜인디스토리
400번의 구타,2016-04-13,"1,427",7,프랑스,㈜영화사 백두대간
코리올라누스,2016-11-10,"1,415",10,영국,메가박스중앙(주)
산하고인,2016-03-10,"1,413",26,중국,(주)에스와이코마드
나는 증인이다,2016-09-14,"1,407",2,한국,(주)문와쳐
딜쿠샤,2016-11-24,"1,381",8,한국,(주)리틀빅픽쳐스
비치온더비치,2016-12-08,"1,375",16,한국,(주)로카
사랑은 부엉부엉,2016-12-29,"1,365",21,프랑스,찬란
사랑에 미치다,2016-08-31,"1,326",22,미국,와이드 릴리즈(주)
마담 버터플라이,2016-09-03,"1,324",6,미국,(주)인스터피씨엠
마농 레스코,2016-08-06,"1,324",6,미국,(주)인스터피씨엠
오텔로,2016-03-05,"1,309",6,미국,(주)인스터피씨엠
볼쇼이 바빌론,2016-08-25,"1,288",12,영국,주식회사 쇼미미디어앤트레이딩
극장판 푸른 강철의 아르페지오 -아르스 노바- 카덴차,2016-08-04,"1,282",26,일본,(주)머스트씨무비릴리징컴퍼니
얼굴도둑,2016-05-19,"1,269",5,프랑스,(주)미디어로그
하숙집 2,2016-01-07,"1,266",20,한국,(주)소나무픽쳐스
녹터널 애니멀스,2017-01-11,"1,265",219,미국,유니버설픽쳐스인터내셔널 코리아(유)
폴링,2016-03-24,"1,217",10,영국,(주)더블앤조이픽쳐스
아마데우스 감독판,2015-10-29,"1,200",31,미국,시네마 뉴원
우리친구 피들스틱스,2016-10-13,"1,196",18,독일,(주)마노엔터테인먼트
마탄의 사수,2016-07-03,"1,170",9,독일,(주)케빈앤컴퍼니
"쿠미코, 더 트레저 헌터",2016-01-14,"1,168",12,미국,홀리가든
"시발, 놈: 인류의 시작",2016-08-18,"1,159",10,한국,(주)엣나인필름
야근 대신 뜨개질,2016-11-17,"1,153",10,한국,(주)영화사 진진
경계,2016-06-30,"1,142",9,한국,(주)시네마달
어떻게 헤어질까,2016-11-03,"1,140",9,한국,하준사
아더왕의 전설,2016-11-09,"1,133",5,한국,(주)패뷸러스
로베르토 드브뢰,2016-10-01,"1,065",6,미국,(주)인스터피씨엠
페이 더 고스트,2016-11-30,"1,049",42,캐나다,(주)디스테이션
JSA 남북공동초등학교,2016-01-21,"1,049",6,한국,시네마서울
탄호이저,2016-05-07,"1,030",7,미국,(주)인스터피씨엠
거미의 땅,2016-01-14,"1,017",6,한국,(주)시네마달
짐작보다 따뜻하게,2016-05-19,"1,011",5,한국,(주)맑은시네마
소녀와 여자,2016-06-16,998,17,한국,㈜인디스토리
진주 조개 잡이,2016-06-04,984,6,미국,(주)인스터피씨엠
앨리스: 원더랜드에서 온 소년,2015-12-10,982,59,한국,(주)영화사 안다미로
이지머니 2,2016-05-19,980,5,스웨덴,(주)소나무픽쳐스
데몬킹스,2016-02-25,957,26,프랑스,주식회사 쇼미미디어앤트레이딩
사돈의 팔촌,2016-05-12,954,10,한국,서울독립영화제
나의 딸,2016-08-04,953,7,호주,THE 픽쳐스
유아 어글리 투,2016-05-26,933,14,아일랜드,주식회사 씨네룩스
피가로의 결혼,2016-05-22,920,9,독일,(주)케빈앤컴퍼니
인 더 섀도우 오브 우먼,2016-01-28,910,7,프랑스,주식회사 더쿱
헨젤과 그레텔,2016-04-17,872,8,독일,(주)케빈앤컴퍼니
이중섭의 아내,2016-09-08,871,11,일본,"THE 픽쳐스,(주)미로스페이스"
뷰티 인사이드,2015-08-20,862,648,한국,(주)넥스트엔터테인먼트월드(NEW)
퍼스널 쇼퍼,2017-02-09,860,79,프랑스,아이 엠
울보,2016-01-28,858,10,한국,오퍼스픽쳐스
블라인드,2016-03-31,848,9,노르웨이,홀리가든
파우스트,2016-09-03,838,9,독일,(주)케빈앤컴퍼니
왕초와 용가리,2016-09-08,824,8,한국,㈜인디스토리
혼자,2016-11-24,820,8,한국,㈜인디스토리
보이 앤 더 월드,2016-08-04,811,3,브라질,㈜영화사 백두대간
카발레리아 루스티카나 & 팔리아치,2016-03-13,809,9,독일,(주)케빈앤컴퍼니
러브 앤 피스,2016-01-28,799,9,일본,(주)영화사 안다미로
제로 모티베이션,2016-01-21,798,14,이스라엘,(주)유로커뮤니케이션
연인들,2015-12-31,790,5,독일,THE 픽쳐스
눈이라도 내렸으면,2016-05-12,782,3,한국,야간비행
더 시크릿,2016-09-08,782,12,홍콩,노바엔터테인먼트
지금은맞고그때는틀리다,2015-09-24,774,59,한국,"(주)영화제작전원사 ,(주)넥스트엔터테인먼트월드(NEW)"
달에 부는 바람,2016-05-26,773,7,한국,무브먼트
블랙가스펠2: 소울을 찾는 여정가운데 만난 사람들,2016-04-14,760,7,한국,㈜스토리셋
극적인 하룻밤,2015-12-03,757,434,한국,CGV아트하우스
피닉스 라이트 사건,2016-08-03,747,15,미국,주식회사 쇼미미디어앤트레이딩
피스 오브 케이크,2016-03-03,723,10,일본,(주)엔케이컨텐츠
단지 세상의 끝,2017-01-18,704,124,캐나다,(주)엣나인필름
무림신공 : 황금봉의 전사,2016-03-10,703,5,인도네시아,(주)더블앤조이픽쳐스
탐욕의 별,2016-04-27,684,9,한국,㈜인디스토리
카르멘,2016-02-03,676,11,영국,에스디시코리아 주식회사
나를 미치게 하는 여자,2015-12-10,675,161,미국,유니버설픽쳐스인터내셔널 코리아(유)
워킹 스트리트,2016-11-17,664,3,한국,(주)모멘텀엔터테인먼트
휴가,2016-12-08,660,5,한국,㈜리필름
아오하라이드,2016-03-03,650,10,일본,(주)엔케이컨텐츠
아내업고 달리기,2016-11-10,624,10,인도,주식회사 씨엠닉스
수상한 언니들,2016-03-03,616,21,한국,(주)투한미디어
"나의 아들, 나의 어머니",2015-12-17,612,24,한국,(주)인디플러그
더 셰프,2015-11-05,611,409,미국,(주)이수C&E
꿈의 제인,2017-05-31,602,86,한국,"(주)엣나인필름,CGV아트하우스"
안젤리크,2016-01-28,599,5,프랑스,(주)더블앤조이픽쳐스
폭력의 법칙: 나쁜 피 두 번째 이야기,2016-10-20,597,10,한국,(주)영화사 안다미로
엘렉트라,2016-11-05,597,6,미국,(주)인스터피씨엠
발레뤼스,2016-11-16,582,11,프랑스,에스디시코리아 주식회사
웨포나이즈드,2016-07-06,574,1,미국,제인앤유
개인교수: 심화학습,2016-02-18,571,20,한국,(주)소나무픽쳐스
동거의 목적,2016-03-31,566,19,한국,(주)제이에이와이이엔터테인먼트
마담 보바리,2015-12-10,564,20,미국,(주)영화사 진진
니나 포에버,2016-10-20,563,27,영국,"글뫼 주식회사,(주)퍼스트런"
착한 여비서의 목적,2016-05-20,561,20,한국,골든타이드픽처스(주)
관음증,2016-02-25,559,20,한국,골든타이드픽처스(주)
럭키 루크: 전설의 무법자,2016-05-05,557,5,프랑스,(주)소나무픽쳐스
젊은 엄마 4,2016-04-28,556,20,한국,골든타이드픽처스(주)
청춘학당2 기생난입야사,2016-03-03,556,20,한국,(주)영화사히트
스포찬 배틀 요괴 대결전,2016-06-23,545,39,일본,(주)머스트씨무비릴리징컴퍼니
다른 길이 있다,2017-01-19,540,30,한국,"무브먼트,영화사 몸"
하프,2016-01-21,538,10,한국,(주)인디플러그
이터너티,2017-05-18,530,45,프랑스,(주)라이크 콘텐츠
엘비스와 대통령,2016-11-30,520,18,미국,(주)우성엔터테인먼트
젊은엄마 : 디 오리지널,2016-06-23,516,20,한국,골든타이드픽처스(주)
태양 아래(해설판),2016-07-14,516,3,체코,THE 픽쳐스
인공지능 남자친구,2016-06-09,500,20,일본,골든타이드픽처스(주)
러시아 엄마,2016-07-28,497,20,한국,골든타이드픽처스(주)
입영전야,2016-04-05,492,20,한국,(주)소나무픽쳐스
등산의 목적,2016-03-03,484,20,한국,주식회사 비엠미디어
엘 꼰도르 빠사,2016-02-27,469,4,한국,와이드 릴리즈(주)
마일드 앤 러블리,2016-06-30,469,4,미국,알토미디어(주)
알바생들,2016-04-28,465,20,한국,(주)나우콘텐츠
뱅 갱: 모던 러브 스토리,2016-08-25,454,1,프랑스,찬란
포스카리가의 두 사람,2016-12-04,451,9,독일,(주)케빈앤컴퍼니
보고싶다,2016-06-23,431,1,한국,조이월드앤다이버시티
하트 오브 더 씨,2015-12-03,428,535,미국,워너브러더스 코리아(주)
"금지된 섹스, 달콤한 복수",2016-01-14,427,21,한국,(주)케이알씨지
검은 사제들,2015-11-05,425,"1,088",한국,씨제이이앤엠(주)
무림시대: 4대 고수전,2016-09-22,425,5,중국,(주)소나무픽쳐스
마스: 화성으로 가는 길,2016-10-06,425,5,미국,(주)소나무픽쳐스
바탈리온,2016-10-19,424,5,러시아,더그레이트 컴퍼니
7년-그들이 없는 언론,2017-01-12,422,105,한국,(주)인디플러그
라이엇,2016-07-06,420,1,미국,제인앤유
탐정사무소 - 사랑과 전쟁,2016-05-13,415,20,한국,(주)나우콘텐츠
그레이브 인카운터 2,2016-08-18,413,9,캐나다,(주)드림팩트엔터테인먼트
패신저스,2017-01-04,401,608,미국,유니버설픽쳐스인터내셔널 코리아(유)
야한 누나들,2016-02-11,400,20,한국,(주)에이블엔터테인먼트
델타 보이즈,2017-06-08,396,17,한국,㈜인디스토리
맛있는 만남,2016-02-29,394,19,한국,(주)케이알씨지
감독 미카엘 하네케,2016-02-25,392,8,오스트리아,THE 픽쳐스
메피스토펠레,2016-10-30,386,8,독일,(주)케빈앤컴퍼니
야한밤 심야극장,2016-02-25,386,20,한국,(주)케이알씨지
뜨거운 이웃,2016-01-28,382,20,한국,(주)케이알씨지
자유연애시대,2016-02-04,365,20,한국,(주)케이알씨지
소림사 무림탐정 : 황제의 옥패,2016-04-07,357,6,중국,(주)케이알씨지
문영,2017-01-12,350,23,한국,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주)
미스트리스 아메리카,2015-12-10,346,26,미국,이십세기폭스코리아(주)
세상의 끝에서 커피 한잔,2015-11-05,344,13,일본,(주)도키엔터테인먼트
레전드,2015-12-10,344,449,프랑스,(주)이수C&E
위선자들: 감독판,2016-04-21,340,20,한국,"THE 픽쳐스,주식회사 마운틴픽쳐스"
친애하는 지도자동지께,2015-12-31,338,3,한국,이상우 필름
내 이웃의 아내,2016-07-28,333,20,한국,(주)소나무픽쳐스
크림슨 피크,2015-11-25,324,255,미국,유니버설픽쳐스인터내셔널 코리아(유)
핀치 콘티니의 정원,2016-03-03,323,1,이탈리아,㈜영화사 백두대간
고백할 수 없는,2016-03-31,318,4,한국,하준사
더 울프팩,2016-09-22,317,5,미국,주식회사 더쿱
부부의 스폰서,2016-09-09,313,20,한국,골든타이드픽처스(주)
야한이야기,2016-09-29,313,20,한국,골든타이드픽처스(주)
여배우 섹스 스캔들,2016-03-09,311,20,한국,(주)케이알씨지
엔조이닷컴,2016-04-28,311,20,한국,(주)라이크 콘텐츠
아이돌 섹스 스캔들,2016-03-16,309,19,한국,(주)케이알씨지
토니 에드만,2017-03-16,307,64,독일,그린나래미디어(주)
열정같은소리하고있네,2015-11-25,305,566,한국,(주)넥스트엔터테인먼트월드(NEW)
로베르토의 특별한 일주일,2016-04-07,302,14,아르헨티나,크리스리픽쳐스인터내셔널(주)
애마부인 2016,2016-06-14,301,21,한국,드림로드
탐욕,2016-05-12,301,20,한국,주식회사 루믹스미디어
1944,2015-12-23,300,5,에스토니아,(주)소나무픽쳐스
형님 아내,2016-05-03,300,19,한국,이돌영화사
지상에서 영원으로,2016-09-29,300,6,영국,주식회사 드림크리에이션
그놈이다,2015-10-28,298,681,한국,CGV아트하우스
캘린더걸,2016-04-07,295,20,한국,(주)유비네트워크
고양이 사무라이 2,2016-03-10,294,8,일본,(주)영화사 안다미로
여자전쟁: 비열한 거래,2016-06-16,292,21,한국,TCO(주)더콘텐츠온
주말부부,2016-07-08,291,21,한국,(주)전망좋은 영화사
여자전쟁: 봉천동 혈투,2016-07-14,291,21,한국,TCO(주)더콘텐츠온
우리 지금 할래,2016-04-20,286,20,한국,(주)케이알씨지
P.S. 걸,2016-02-04,285,21,한국,전망 PRODUCTION
잠 못 이루는 섹스 2,2016-05-18,285,20,한국,(주)케이알씨지
그빨로,2016-06-03,284,20,한국,THE 픽쳐스
스톱,2016-12-08,283,2,한국,(주)김기덕 필름
옆집 누나,2016-05-12,283,20,한국,(주)케이알씨지
맛있는 떡,2016-04-27,283,20,한국,(주)케이알씨지
쇼콜라,2017-03-09,282,52,프랑스,판씨네마(주)
친구 누나,2016-03-10,282,21,한국,(주)영화사 사계절
모던 발레 스페셜,2016-04-26,282,10,프랑스,에스디시코리아 주식회사
잠 못 이루는 섹스,2016-03-31,281,19,한국,(주)케이알씨지
썰만화,2016-02-25,275,21,한국,TCO(주)더콘텐츠온
"연애의 발동 : 상해 여자, 부산 남자",2016-06-02,273,8,한국,(주)케이알씨지
누나 친구,2016-01-21,273,21,한국,(주)영화사 사계절
아티스트: 다시 태어나다,2017-03-09,272,119,한국,(주)콘텐츠판다
죄인,2016-11-29,269,2,한국,영화사 조선호랑이
"티에나: 10,000년 후",2016-10-20,267,13,중국,(주)드림팩트엔터테인먼트
정사 : 결혼 말고 연애,2016-04-19,262,20,한국,(주)영화사 사계절
리우 2096,2016-08-11,261,2,브라질,㈜영화사 백두대간
요노스케 이야기,2016-07-28,260,1,일본,제인앤유
파파좀비,2016-12-29,256,5,한국,㈜인디스토리
신 고질라,2017-03-08,255,156,일본,메가박스중앙(주)플러스엠
일어서는 인간,2016-03-27,254,4,한국,보리와 오디 영화사
이웃동서,2016-05-16,253,21,한국,전망 PRODUCTION
외도,2016-07-14,252,20,한국,㈜리필름
남녀의 궁합,2016-05-19,252,20,한국,(주)영화사 사계절
감출 수 없는 본능-몰카,2016-06-09,250,20,한국,모비딕엔터테인먼트(주)
블랙스톤,2016-03-28,248,2,한국,테디베어필름
타부-새누나,2016-06-16,243,20,한국,(주)콘텐츠윙
엄마친구 2,2016-09-01,242,20,한국,(주)영화사히트
